timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-07T18:14:34,Informer_Model_v3_Spain_summer_run1,7dee5a12-ba93-4899-acc1-41e693e62ba1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1615.8800789000088,0.0004425306834792952,2.738635677596463e-07,390.0,14.772093051889927,10.0,0.17501720097333695,0.006650088375622032,0.004487519994722204,0.18615480934368114,Canada,CAN,quebec,,,Windows-10-10.0.26100-SP0,3.11.11,3.0.4,12,AMD Ryzen 5 5600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,-71.2,46.8,15.912620544433594,machine,N,1.0
