timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-02T19:42:32,Autoformer_Model_Hungary_summer_run1,a3d68c39-e157-4fa5-96a7-e1f53eea8ce8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,399.34201540000504,0.017444496585777493,4.3683098479642906e-05,390.0,12.975634699638626,10.0,0.04325535519500081,0.0014276447532259873,0.001109089789999982,0.04579208973822678,Germany,DEU,bavaria,,,Windows-10-10.0.26100-SP0,3.11.11,3.0.4,12,AMD Ryzen 5 5600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,11.0092,49.585,15.912620544433594,machine,N,1.0
