timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-07T02:05:41,Hybrid_CNN_CycleLSTM_Attention_Model_v3_Hungary_winter_run1,dd800107-d1f1-4369-a459-1561f95f5af7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1565.602368400003,0.06791479089134227,4.337933581484619e-05,390.0,9.032081142006563,10.0,0.16957675951667212,0.004352632648769977,0.004348048158333405,0.17827744032377546,Germany,DEU,bavaria,,,Windows-10-10.0.26100-SP0,3.11.11,3.0.4,12,AMD Ryzen 5 5600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,11.0092,49.585,15.912620544433594,machine,N,1.0
