timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-07T10:53:48,Transformer_Model_v3_Hungary_winter_run1,315e188b-7174-45d9-86f1-c4a03ced1002,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,12969.215307200007,0.5606649362648936,4.32304440156556e-05,390.0,9.128139968011745,10.0,1.4048078266949935,0.03092746974195601,0.036019359725000415,1.4717546561619466,Germany,DEU,bavaria,,,Windows-10-10.0.26100-SP0,3.11.11,3.0.4,12,AMD Ryzen 5 5600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,11.0092,49.585,15.912620544433594,machine,N,1.0
