timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-07T13:43:21,CarbonCast_Model_v2_Spain_summer_run1,b38ae2ef-6c4a-4a6a-a0d6-245e841ee1ee,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,531.8082761999976,0.023338199887148827,4.388461205212987e-05,390.0,14.773011460987592,10.0,0.057603993178329024,0.0021821609123939822,0.0014770035077776508,0.061263157598500664,Germany,DEU,bavaria,,,Windows-10-10.0.26100-SP0,3.11.11,3.0.4,12,AMD Ryzen 5 5600X 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,11.0092,49.585,15.912620544433594,machine,N,1.0
